BGC_name	Sum_of_expression	Average_expression	Median_expression	Bin	Type	Cluster	Sponge_ID	Phylum
FL2014_3_c02058_NODE_20...region001	0.000129214	1.62E-05	4.48E-06	FL2014_3_0009	Other	137	FL2014_3	Proteobacteria
FL2014_3_c02059_NODE_20...region001	0.000304	1.32E-05	7.51E-06	Unbinned	Other	216	FL2014_3	Unbinned
FL2014_3_c02070_NODE_20...region001	0.000569477	2.19E-05	9.92E-06	FL2014_3_0064	Other	1122	FL2014_3	Actinobacteriota
FL2014_3_c02077_NODE_20...region001	0.000448842	6.41E-05	6.81E-05	FL2014_3_0012	Other	173	FL2014_3	Chloroflexota
FL2014_3_c02096_NODE_20...region001	0.000111787	8.60E-06	2.95E-06	FL2014_3_0032	Other	674	FL2014_3	Proteobacteria
FL2014_3_c02101_NODE_21...region001	0.000266978	2.22E-05	1.39E-05	FL2014_3_0115	Other	489	FL2014_3	Proteobacteria
FL2014_3_c02106_NODE_21...region001	0.055686368	0.004640531	0.000756171	FL2014_3_0035	Other	250	FL2014_3	Poribacteria
FL2014_3_c02117_NODE_21...region001	9.81E-05	9.81E-06	7.72E-06	FL2014_3_12	Other	167	FL2014_3	Chloroflexota
FL2014_3_c02142_NODE_21...region001	8.69E-05	1.74E-05	9.73E-06	Unbinned	Other	209	FL2014_3	Unbinned
FL2014_3_c02153_NODE_21...region001	0.000756631	0.00010809	9.62E-05	FL2014_3_0022	Other	1361	FL2014_3	Proteobacteria
FL2014_3_c02156_NODE_21...region001	0.003403002	0.000212688	9.03E-05	FL2014_3_0022	Terpene	1275	FL2014_3	Proteobacteria
FL2014_3_c02164_NODE_21...region001	0.000742896	5.71E-05	1.73E-05	FL2014_3_0002	RiPP	230	FL2014_3	Acidobacteriota
FL2014_3_c02171_NODE_21...region001	0.000647267	2.81E-05	1.44E-05	FL2014_3_9	Other	73	FL2014_3	Proteobacteria
FL2014_3_c02171_NODE_21...region002	7.61E-05	1.52E-05	1.25E-05	FL2014_3_9	Other	1062	FL2014_3	Proteobacteria
FL2014_3_c02172_NODE_21...region001	0.000371364	6.19E-05	6.18E-05	FL2014_3_0038	Other	1010	FL2014_3	Proteobacteria
FL2014_3_c02185_NODE_21...region001	0.000158351	8.80E-06	4.43E-06	FL2014_3_6	Other	766	FL2014_3	Proteobacteria
FL2014_3_c02190_NODE_21...region001	0.000711965	0.000101709	2.24E-05	FL2014_3_0058	Other	840	FL2014_3	Gemmatimonadota
FL2014_3_c02207_NODE_22...region001	0.000998816	4.54E-05	5.46E-06	FL2014_3_0023	Other	1115	FL2014_3	Proteobacteria
FL2014_3_c02211_NODE_22...region001	0.000757868	3.16E-05	0	FL2014_3_0050	PKSI	484	FL2014_3	Chloroflexota
FL2014_3_c02218_NODE_22...region001	0.000117457	8.39E-06	3.51E-06	FL2014_3_0095	Other	324	FL2014_3	Acidobacteriota
FL2014_3_c02222_NODE_22...region001	0.000426635	3.56E-05	2.99E-05	FL2014_3_0010	Terpene	1067	FL2014_3	Chloroflexota
FL2014_3_c02223_NODE_22...region001	0.003293143	0.00014318	4.43E-05	FL2014_3_0022	PKSI	147	FL2014_3	Proteobacteria
FL2014_3_c02227_NODE_22...region001	0.000680415	5.67E-05	3.21E-05	FL2014_3_0001	Other	181	FL2014_3	Desulfobacterota_B
FL2014_3_c02248_NODE_22...region001	0.000143969	2.88E-05	9.30E-06	FL2014_3_0050	Other	948	FL2014_3	Chloroflexota
FL2014_3_c02252_NODE_22...region001	0.000139334	6.33E-06	1.50E-06	FL2014_3_12	Other	533	FL2014_3	Chloroflexota
FL2014_3_c02270_NODE_22...region001	0.000155597	1.11E-05	6.87E-06	FL2014_3_0047	Other	366	FL2014_3	Acidobacteriota
FL2014_3_c02285_NODE_22...region001	1.94E-05	1.49E-06	0	FL2014_3_0054	Other	245	FL2014_3	Actinobacteriota
FL2014_3_c02292_NODE_22...region001	0.000162537	9.56E-06	0	FL2014_3_3	Terpene	933	FL2014_3	Actinobacteriota
FL2014_3_c02296_NODE_22...region001	0.00020331	1.20E-05	3.42E-06	FL2014_3_0122	Terpene	298	FL2014_3	Actinobacteriota
FL2014_3_c02298_NODE_22...region001	0.051213364	0.00232788	0.001846911	FL2014_3_0035	Other	1255	FL2014_3	Poribacteria
FL2014_3_c02312_NODE_23...region001	2.93E-05	3.26E-06	0	Unbinned	Other	531	FL2014_3	Unbinned
FL2014_3_c02320_NODE_23...region001	6.85E-05	9.78E-06	0	Unbinned	RiPP	285	FL2014_3	Unbinned
FL2014_3_c02325_NODE_23...region001	0.000175092	1.59E-05	1.16E-05	FL2014_3_0064	Other	813	FL2014_3	Actinobacteriota
FL2014_3_c02328_NODE_23...region001	0.000461287	7.69E-05	8.06E-06	Unbinned	Other	614	FL2014_3	Unbinned
FL2014_3_c02331_NODE_23...region001	0.007397868	0.000369893	4.05E-05	FL2014_3_0001	PKSI	525	FL2014_3	Desulfobacterota_B
FL2014_3_c02338_NODE_23...region001	0.009049746	0.000565609	4.63E-05	FL2014_3_5	RiPP	659	FL2014_3	Proteobacteria
FL2014_3_c02340_NODE_23...region001	0.000391638	3.56E-05	1.78E-05	Unbinned	Other	700	FL2014_3	Unbinned
FL2014_3_c02352_NODE_23...region001	0.000156208	1.56E-05	1.20E-05	FL2014_3_0002	Other	610	FL2014_3	Acidobacteriota
FL2014_3_c02374_NODE_23...region001	0.000376717	2.09E-05	5.29E-06	FL2014_3_11	Other	390	FL2014_3	Chloroflexota
FL2014_3_c02375_NODE_23...region001	0.002802165	0.000186811	4.43E-05	FL2014_3_0022	Other	198	FL2014_3	Proteobacteria
FL2014_3_c02379_NODE_23...region001	0.000673885	8.42E-05	8.18E-05	FL2014_3_0038	Other	1127	FL2014_3	Proteobacteria
FL2014_3_c02387_NODE_23...region001	4.89E-05	8.15E-06	1.73E-06	Unbinned	Other	850	FL2014_3	Unbinned
FL2014_3_c02411_NODE_24...region001	0.000577283	0.000115457	1.10E-05	FL2014_3_0010	Other	235	FL2014_3	Chloroflexota
FL2014_3_c02414_NODE_24...region001	0.004145121	0.000218164	0.000100161	FL2014_3_0003	PKSI	965	FL2014_3	Chloroflexota
FL2014_3_c02424_NODE_24...region001	0.00020356	1.20E-05	5.76E-06	Unbinned	PKSI	1037	FL2014_3	Unbinned
FL2014_3_c02434_NODE_24...region001	0.00095059	4.53E-05	2.44E-05	FL2014_3_0001	Terpene	125	FL2014_3	Desulfobacterota_B
FL2014_3_c02444_NODE_24...region001	0.000955494	2.99E-05	1.47E-05	FL2014_3_0052	Other	640	FL2014_3	Actinobacteriota
FL2014_3_c02456_NODE_24...region001	0.00012946	1.08E-05	4.55E-06	FL2014_3_0064	Other	121	FL2014_3	Actinobacteriota
FL2014_3_c02461_NODE_24...region001	0.000127513	7.50E-06	0	FL2014_3_0023	Other	899	FL2014_3	Proteobacteria
FL2014_3_c02465_NODE_24...region001	0.001499248	0.000115327	1.26E-05	FL2014_3_0093	Other	1376	FL2014_3	Chloroflexota
FL2014_3_c02478_NODE_24...region001	3.79E-05	6.31E-06	5.93E-06	Unbinned	Other	1068	FL2014_3	Unbinned
FL2014_3_c02481_NODE_24...region001	0.00130848	0.00016356	5.32E-05	Unbinned	Other	852	FL2014_3	Unbinned
FL2014_3_c02501_NODE_25...region001	0.000876324	2.92E-05	6.76E-06	FL2014_3_0063	Terpene	336	FL2014_3	Actinobacteriota
FL2014_3_c02513_NODE_25...region001	0.001095298	4.06E-05	2.59E-05	FL2014_3_0048	NRPS	1186	FL2014_3	Proteobacteria
FL2014_3_c02514_NODE_25...region001	3.67E-05	5.24E-06	4.00E-06	FL2014_3_0054	Other	61	FL2014_3	Actinobacteriota
FL2014_3_c02515_NODE_25...region001	0.016608267	0.001845363	0.001863411	FL2014_3_0035	Other	902	FL2014_3	Poribacteria
FL2014_3_c02516_NODE_25...region001	0.000501486	3.58E-05	1.56E-05	Unbinned	Terpene	1412	FL2014_3	Unbinned
FL2014_3_c02530_NODE_25...region001	0.000641205	3.77E-05	1.65E-05	FL2014_3_0011	Other	1050	FL2014_3	Nitrospinota_A
FL2014_3_c02545_NODE_25...region001	0.000453278	5.04E-05	8.17E-06	FL2014_3_0059	Other	1111	FL2014_3	Proteobacteria
FL2014_3_c02548_NODE_25...region001	0.001736232	0.000173623	8.81E-05	FL2014_3_0004	Other	724	FL2014_3	Acidobacteriota
FL2014_3_c02560_NODE_25...region001	0	0	0	FL2014_3_0023	Other	174	FL2014_3	Proteobacteria
FL2014_3_c02565_NODE_25...region001	0.000103124	6.07E-06	1.68E-06	FL2014_3_0054	Other	1178	FL2014_3	Actinobacteriota
FL2014_3_c02578_NODE_25...region001	0.000100603	1.68E-05	2.10E-05	FL2014_3_0026	Other	930	FL2014_3	Proteobacteria
FL2014_3_c02579_NODE_25...region001	0.002278095	0.000126561	5.56E-05	Unbinned	Terpene	545	FL2014_3	Unbinned
FL2014_3_c02592_NODE_25...region001	0.015448606	0.000702209	0.000522135	FL2014_3_0035	Terpene	833	FL2014_3	Poribacteria
FL2014_3_c02598_NODE_25...region001	0.000612386	2.78E-05	7.84E-06	Unbinned	PKSI	1377	FL2014_3	Unbinned
FL2014_3_c02600_NODE_26...region001	0.000444904	3.71E-05	1.01E-05	FL2014_3_0007	Other	1087	FL2014_3	Gemmatimonadota
FL2014_3_c02605_NODE_26...region001	0.004576851	0.000572106	0.000494418	FL2014_3_0045	Other	511	FL2014_3	Chloroflexota
FL2014_3_c02646_NODE_26...region001	0.000157299	9.83E-06	0	FL2014_3_11	Other	435	FL2014_3	Chloroflexota
FL2014_3_c02651_NODE_26...region001	0.000645513	6.46E-05	5.45E-05	FL2014_3_0051	Other	506	FL2014_3	Bacteroidota
FL2014_3_c02659_NODE_26...region001	1.39E-05	2.31E-06	0	FL2014_3_0054	Other	251	FL2014_3	Actinobacteriota
FL2014_3_c02660_NODE_26...region001	0.002794923	0.000214994	2.30E-05	FL2014_3_5	Other	1202	FL2014_3	Proteobacteria
FL2014_3_c02665_NODE_26...region001	0.004609966	0.000200433	8.56E-05	FL2014_3_0088	Other	1372	FL2014_3	Chloroflexota
FL2014_3_c02668_NODE_26...region001	0.00207698	0.000115388	2.25E-05	FL2014_3_0074	PKSI	35	FL2014_3	Bacteroidota
FL2014_3_c02675_NODE_26...region001	0.000440683	5.51E-05	3.23E-05	FL2014_3_0022	Terpene	1092	FL2014_3	Proteobacteria
FL2014_3_c02688_NODE_26...region001	0.000413703	1.59E-05	6.31E-06	Unbinned	NRPS	306	FL2014_3	Unbinned
FL2014_3_c02708_NODE_27...region001	3.44E-05	5.73E-06	5.65E-06	FL2014_3_0009	Other	569	FL2014_3	Proteobacteria
FL2014_3_c02712_NODE_27...region001	0.003098941	0.000140861	3.93E-05	FL2014_3_0022	Terpene	1229	FL2014_3	Proteobacteria
FL2014_3_c02720_NODE_27...region001	0.000696921	3.48E-05	4.62E-06	FL2014_3_0063	Other	62	FL2014_3	Actinobacteriota
FL2014_3_c02743_NODE_27...region001	0.002182927	0.000109146	5.15E-05	Unbinned	PKSI	804	FL2014_3	Unbinned
FL2014_3_c02747_NODE_27...region001	7.28E-05	1.04E-05	5.89E-06	Unbinned	Other	118	FL2014_3	Unbinned
FL2014_3_c02751_NODE_27...region001	0.00111112	0.00013889	6.88E-05	FL2014_3_0046	RiPP	1124	FL2014_3	Latescibacterota
FL2014_3_c02767_NODE_27...region001	0.000834643	6.42E-05	4.30E-05	FL2014_3_0088	Other	1285	FL2014_3	Chloroflexota
FL2014_3_c02771_NODE_27...region001	0.000136354	1.05E-05	7.48E-06	FL2014_3_0064	Other	149	FL2014_3	Actinobacteriota
FL2014_3_c02787_NODE_27...region001	0.000422113	3.52E-05	2.18E-05	FL2014_3_0022	Other	1454	FL2014_3	Proteobacteria
FL2014_3_c02792_NODE_27...region001	0.000183295	7.05E-06	0	FL2014_3_0025	NRPS	87	FL2014_3	Acidobacteriota
FL2014_3_c02793_NODE_27...region001	0.000250144	1.67E-05	1.59E-05	Unbinned	Terpene	1126	FL2014_3	Unbinned
FL2014_3_c02802_NODE_28...region001	0.000198436	1.65E-05	1.65E-05	FL2014_3_0011	Other	67	FL2014_3	Nitrospinota_A
FL2014_3_c02824_NODE_28...region001	5.04E-06	4.58E-07	0	Unbinned	Other	1292	FL2014_3	Unbinned
FL2014_3_c02827_NODE_28...region001	0.000144961	1.61E-05	1.31E-05	FL2014_3_0074	Other	596	FL2014_3	Bacteroidota
FL2014_3_c02835_NODE_28...region001	0.00024831	1.03E-05	4.18E-06	FL2014_3_12	Other	600	FL2014_3	Chloroflexota
FL2014_3_c02849_NODE_28...region001	0.000308958	2.38E-05	1.26E-05	Unbinned	NRPS	431	FL2014_3	Unbinned
FL2014_3_c02857_NODE_28...region001	0.000141327	1.28E-05	8.00E-06	FL2014_3_0050	Other	69	FL2014_3	Chloroflexota
FL2014_3_c02872_NODE_28...region001	0.000564573	8.07E-05	4.76E-05	FL2014_3_0022	Other	1364	FL2014_3	Proteobacteria
FL2014_3_c02879_NODE_28...region001	0.003992415	0.000399242	0.000190122	FL2014_3_0006	Other	1211	FL2014_3	Chloroflexota
FL2014_3_c02886_NODE_28...region001	0.002108675	0.000210867	0.000113501	FL2014_3_0004	Terpene	27	FL2014_3	Acidobacteriota
FL2014_3_c02889_NODE_28...region001	0.002678729	0.000446455	4.28E-05	FL2014_3_0022	Other	896	FL2014_3	Proteobacteria
FL2014_3_c02896_NODE_28...region001	0.000603692	4.64E-05	2.96E-05	FL2014_3_0001	Other	186	FL2014_3	Desulfobacterota_B
FL2014_3_c02898_NODE_28...region001	0.000523435	0.000104687	0.000142653	FL2014_3_0056	Other	875	FL2014_3	Latescibacterota
FL2014_3_c02903_NODE_29...region001	0.000167416	1.12E-05	8.73E-06	FL2014_3_0023	Other	281	FL2014_3	Proteobacteria
FL2014_3_c02907_NODE_29...region001	0.000472594	2.05E-05	9.20E-06	FL2014_3_0064	Terpene	643	FL2014_3	Actinobacteriota
FL2014_3_c02911_NODE_29...region001	3.31E-05	5.51E-06	7.62E-06	FL2014_3_0007	Other	1281	FL2014_3	Gemmatimonadota
FL2014_3_c02913_NODE_29...region001	0.014111611	0.001411161	8.30E-05	FL2014_3_0038	Other	412	FL2014_3	Proteobacteria
FL2014_3_c02915_NODE_29...region001	0.000192371	1.28E-05	1.04E-05	FL2014_3_0023	Other	623	FL2014_3	Proteobacteria
FL2014_3_c02922_NODE_29...region001	0.001043224	4.01E-05	2.93E-05	FL2014_3_0057	Other	1055	FL2014_3	Proteobacteria
FL2014_3_c02928_NODE_29...region001	0.001617003	8.09E-05	3.32E-05	FL2014_3_0001	Other	1330	FL2014_3	Desulfobacterota_B
FL2014_3_c02935_NODE_29...region001	5.97E-05	4.27E-06	0	FL2014_3_0044	Other	200	FL2014_3	Chloroflexota
FL2014_3_c02938_NODE_29...region001	0.017325058	0.000825003	0.000626948	FL2014_3_13	Other	109	FL2014_3	Chloroflexota
FL2014_3_c02949_NODE_29...region001	6.15E-05	5.59E-06	0	Unbinned	Other	582	FL2014_3	Unbinned
FL2014_3_c02965_NODE_29...region001	0.000189375	1.58E-05	1.13E-05	FL2014_3_0047	Terpene	278	FL2014_3	Acidobacteriota
FL2014_3_c02993_NODE_29...region001	0.000641614	2.57E-05	1.07E-05	FL2014_3_0010	Other	78	FL2014_3	Chloroflexota
FL2014_3_c02997_NODE_29...region001	9.93E-05	8.28E-06	6.56E-06	Unbinned	Other	505	FL2014_3	Unbinned
FL2014_3_c03002_NODE_30...region001	0.001739355	0.000193262	7.61E-05	FL2014_3_0079	Terpene	707	FL2014_3	Chloroflexota
FL2014_3_c03007_NODE_30...region001	0.001480351	6.73E-05	0	Unbinned	NRPS	335	FL2014_3	Unbinned
FL2014_3_c03022_NODE_30...region001	0.000118659	1.32E-05	1.61E-06	Unbinned	Other	82	FL2014_3	Unbinned
FL2014_3_c03037_NODE_30...region001	0.002194729	9.98E-05	5.14E-06	FL2014_3_0004	PKSI	1417	FL2014_3	Acidobacteriota
FL2014_3_c03041_NODE_30...region001	0.001104997	5.26E-05	1.45E-05	FL2014_3_9	PKSI	231	FL2014_3	Proteobacteria
FL2014_3_c03061_NODE_30...region001	0.00104549	6.15E-05	4.08E-05	FL2014_3_0010	Terpene	758	FL2014_3	Chloroflexota
FL2014_3_c03070_NODE_30...region001	4.88E-05	6.97E-06	6.58E-06	FL2014_3_0032	Other	150	FL2014_3	Proteobacteria
FL2014_3_c03078_NODE_30...region001	0.000424595	1.57E-05	9.36E-06	FL2014_3_12	Other	590	FL2014_3	Chloroflexota
FL2014_3_c03093_NODE_30...region001	0.000829939	0.000118563	2.03E-05	FL2014_3_1	Other	1420	FL2014_3	Desulfobacterota_B
FL2014_3_c03105_NODE_31...region001	0.000782957	8.70E-05	6.92E-05	Unbinned	Other	223	FL2014_3	Unbinned
FL2014_3_c03106_NODE_31...region001	0.000876109	0.000125158	4.52E-05	Unbinned	Other	882	FL2014_3	Unbinned
FL2014_3_c03111_NODE_31...region001	0.000137748	1.15E-05	9.22E-06	FL2014_3_0005	PKSI	401	FL2014_3	Verrucomicrobiota
FL2014_3_c03115_NODE_31...region001	0.00014252	1.78E-05	9.61E-06	Unbinned	Other	672	FL2014_3	Unbinned
FL2014_3_c03121_NODE_31...region001	0.004985788	0.000383522	0.000206055	FL2014_3_0006	Other	1339	FL2014_3	Chloroflexota
FL2014_3_c03157_NODE_31...region001	0.000142628	1.43E-05	6.67E-06	Unbinned	Other	802	FL2014_3	Unbinned
FL2014_3_c03179_NODE_31...region001	7.16E-05	1.02E-05	8.19E-06	FL2014_3_0064	Other	1279	FL2014_3	Actinobacteriota
FL2014_3_c03181_NODE_31...region001	3.62E-05	7.25E-06	4.62E-06	FL2014_3_0063	Other	399	FL2014_3	Actinobacteriota
FL2014_3_c03186_NODE_31...region001	0.000452683	2.66E-05	1.85E-05	Unbinned	Other	1217	FL2014_3	Unbinned
FL2014_3_c03190_NODE_31...region001	0.001783791	0.000148649	6.35E-05	FL2014_3_0022	RiPP	914	FL2014_3	Proteobacteria
FL2014_3_c03190_NODE_31...region002	0.00024808	3.10E-05	3.06E-05	FL2014_3_0022	Other	1196	FL2014_3	Proteobacteria
FL2014_3_c03207_NODE_32...region001	0.000473693	3.16E-05	1.69E-05	FL2014_3_0076	Terpene	1445	FL2014_3	Proteobacteria
FL2014_3_c03214_NODE_32...region001	0.001997475	9.51E-05	4.55E-06	FL2014_3_0002	RiPP	91	FL2014_3	Acidobacteriota
FL2014_3_c03244_NODE_32...region001	0.011110031	0.002222006	0.001902363	FL2014_3_0008	Other	1381	FL2014_3	Poribacteria
FL2014_3_c03251_NODE_32...region001	0.001556215	0.000129685	1.32E-05	FL2014_3_0076	PKSI	226	FL2014_3	Proteobacteria
FL2014_3_c03270_NODE_32...region001	0.001236813	0.000112438	7.76E-05	FL2014_3_0075	Other	448	FL2014_3	Chloroflexota
FL2014_3_c03280_NODE_32...region001	0.000531126	2.95E-05	7.56E-06	Unbinned	Other	1014	FL2014_3	Unbinned
FL2014_3_c03303_NODE_33...region001	0.002509528	0.000313691	0.000210339	FL2014_3_0043	Other	1425	FL2014_3	Chloroflexota
FL2014_3_c03306_NODE_33...region001	0.000352303	2.94E-05	3.99E-06	FL2014_3_11	PKSI	954	FL2014_3	Chloroflexota
FL2014_3_c03310_NODE_33...region001	9.69E-05	8.07E-06	0	FL2014_3_0115	Other	302	FL2014_3	Proteobacteria
FL2014_3_c03314_NODE_33...region001	0.000132145	7.77E-06	4.15E-06	Unbinned	Other	1230	FL2014_3	Unbinned
FL2014_3_c03328_NODE_33...region001	0.001037799	4.32E-05	0	FL2014_3_0038	Other	690	FL2014_3	Proteobacteria
FL2014_3_c03329_NODE_33...region001	8.89E-05	5.23E-06	1.61E-06	FL2014_3_11	Other	1236	FL2014_3	Chloroflexota
FL2014_3_c03349_NODE_33...region001	4.87E-05	4.06E-06	0	Unbinned	Terpene	213	FL2014_3	Unbinned
FL2014_3_c03365_NODE_33...region001	0.017822215	0.002970369	0.000111105	FL2014_3_5	RiPP	1291	FL2014_3	Proteobacteria
FL2014_3_c03368_NODE_33...region001	0.000143977	6.86E-06	0	FL2014_3_0032	Other	660	FL2014_3	Proteobacteria
FL2014_3_c03371_NODE_33...region001	0.00010454	8.04E-06	5.42E-06	FL2014_3_0023	Other	1298	FL2014_3	Proteobacteria
FL2014_3_c03375_NODE_33...region001	8.20E-05	6.31E-06	4.02E-06	FL2014_3_0059	Other	1354	FL2014_3	Proteobacteria
FL2014_3_c03375_NODE_33...region002	3.75E-05	7.51E-06	4.55E-06	FL2014_3_0059	Other	824	FL2014_3	Proteobacteria
FL2014_3_c03380_NODE_33...region001	5.52E-05	6.14E-06	0	FL2014_3_0023	Other	1449	FL2014_3	Proteobacteria
FL2014_3_c03386_NODE_33...region001	0.00027756	1.39E-05	9.96E-06	FL2014_3_9	Other	54	FL2014_3	Proteobacteria
FL2014_3_c03398_NODE_33...region001	0.000165688	1.18E-05	9.87E-06	FL2014_3_0059	Other	1176	FL2014_3	Proteobacteria
FL2014_3_c03399_NODE_33...region001	0.002936511	0.000225885	6.11E-06	Unbinned	Other	252	FL2014_3	Unbinned
FL2014_3_c03416_NODE_34...region001	0.002902347	0.00020731	1.71E-05	Unbinned	Other	772	FL2014_3	Unbinned
FL2014_3_c03439_NODE_34...region001	3.98E-05	5.68E-06	2.93E-06	FL2014_3_0025	Other	151	FL2014_3	Acidobacteriota
FL2014_3_c03446_NODE_34...region001	0.000136733	2.28E-05	1.27E-05	FL2014_3_0026	Other	1439	FL2014_3	Proteobacteria
FL2014_3_c03460_NODE_34...region001	0.000719638	6.54E-05	2.73E-05	Unbinned	Other	434	FL2014_3	Unbinned
FL2014_3_c03464_NODE_34...region001	0.000652908	3.44E-05	2.25E-05	FL2014_3_0010	Other	735	FL2014_3	Chloroflexota
FL2014_3_c03470_NODE_34...region001	0.001774524	0.000136502	3.69E-05	FL2014_3_0011	Terpene	1203	FL2014_3	Nitrospinota_A
FL2014_3_c03473_NODE_34...region001	9.55E-05	1.19E-05	9.24E-06	FL2014_3_0031	Other	477	FL2014_3	Proteobacteria
FL2014_3_c03476_NODE_34...region001	0.000249436	3.56E-05	2.63E-05	FL2014_3_0057	Other	124	FL2014_3	Proteobacteria
FL2014_3_c03514_NODE_35...region001	4.96E-05	4.96E-06	3.71E-06	FL2014_3_0064	Other	990	FL2014_3	Actinobacteriota
FL2014_3_c03528_NODE_35...region001	6.46E-05	1.29E-05	1.94E-06	FL2014_3_0001	Other	354	FL2014_3	Desulfobacterota_B
FL2014_3_c03585_NODE_35...region001	0.000527537	2.11E-05	6.48E-06	Unbinned	Other	1301	FL2014_3	Unbinned
FL2014_3_c03603_NODE_36...region001	3.60E-05	7.19E-06	0	FL2014_3_0032	Other	178	FL2014_3	Proteobacteria
FL2014_3_c03605_NODE_36...region001	0.001570083	0.000174454	5.15E-05	FL2014_3_0011	PKSI	1356	FL2014_3	Nitrospinota_A
FL2014_3_c03607_NODE_36...region001	0.000615605	6.16E-05	4.43E-05	Unbinned	Other	1383	FL2014_3	Unbinned
FL2014_3_c03635_NODE_36...region001	0.00014957	7.48E-06	4.83E-06	FL2014_3_0032	Other	941	FL2014_3	Proteobacteria
FL2014_3_c03659_NODE_36...region001	0.000485587	2.70E-05	2.22E-05	FL2014_3_0048	Terpene	829	FL2014_3	Proteobacteria
FL2014_3_c03675_NODE_36...region001	0.001301942	7.66E-05	4.72E-05	FL2014_3_0075	Other	383	FL2014_3	Chloroflexota
FL2014_3_c03686_NODE_36...region001	0.003268539	0.000326854	4.02E-05	FL2014_3_0001	Other	508	FL2014_3	Desulfobacterota_B
FL2014_3_c03692_NODE_36...region001	0.013057183	0.000870479	0.000705556	FL2014_3_0035	Other	815	FL2014_3	Poribacteria
FL2014_3_c03751_NODE_37...region001	0.000187891	2.35E-05	1.42E-05	FL2014_3_0032	Other	1309	FL2014_3	Proteobacteria
FL2014_3_c03771_NODE_37...region001	0.002925361	0.00032504	3.22E-05	FL2014_3_0076	RiPP	177	FL2014_3	Proteobacteria
FL2014_3_c03782_NODE_37...region001	0.000116885	9.74E-06	5.39E-06	FL2014_3_0007	Other	1416	FL2014_3	Gemmatimonadota
FL2014_3_c03784_NODE_37...region001	3.59E-05	3.26E-06	0	Unbinned	Other	1319	FL2014_3	Unbinned
FL2014_3_c03788_NODE_37...region001	0.000513491	5.71E-05	3.28E-05	FL2014_3_9	Other	1431	FL2014_3	Proteobacteria
FL2014_3_c03789_NODE_37...region001	0.000273481	3.42E-05	3.63E-05	FL2014_3_0050	Terpene	337	FL2014_3	Chloroflexota
FL2014_3_c03794_NODE_37...region001	0.000154642	1.93E-05	1.50E-05	FL2014_3_0059	Other	919	FL2014_3	Proteobacteria
FL2014_3_c03817_NODE_38...region001	0.000428358	4.28E-05	1.43E-05	FL2014_3_0059	Other	825	FL2014_3	Proteobacteria
FL2014_3_c03824_NODE_38...region001	0.000663845	4.43E-05	4.55E-06	FL2014_3_0009	Terpene	1403	FL2014_3	Proteobacteria
FL2014_3_c03828_NODE_38...region001	0.000197904	1.98E-05	1.02E-05	FL2014_3_0064	Other	1141	FL2014_3	Actinobacteriota
FL2014_3_c03841_NODE_38...region001	0.000431126	6.16E-05	1.23E-05	FL2014_3_0059	RiPP	1268	FL2014_3	Proteobacteria
FL2014_3_c03847_NODE_38...region001	0.00095444	9.54E-05	8.12E-06	Unbinned	PKSI	828	FL2014_3	Unbinned
FL2014_3_c03854_NODE_38...region001	0.000422529	2.64E-05	1.47E-05	FL2014_3_0052	Other	29	FL2014_3	Actinobacteriota
FL2014_3_c03890_NODE_38...region001	0.000283633	3.15E-05	1.95E-05	FL2014_3_9	Other	1335	FL2014_3	Proteobacteria
FL2014_3_c03900_NODE_39...region001	0.017404585	0.000870229	0.000453961	FL2014_3_0008	Terpene	346	FL2014_3	Poribacteria
FL2014_3_c03913_NODE_39...region001	0.000130283	1.86E-05	6.20E-06	Unbinned	Other	341	FL2014_3	Unbinned
FL2014_3_c03941_NODE_39...region001	0.003768836	0.000251256	1.08E-05	Unbinned	Other	907	FL2014_3	Unbinned
FL2014_3_c03946_NODE_39...region001	3.89E-05	5.56E-06	4.30E-06	FL2014_3_0009	Other	1299	FL2014_3	Proteobacteria
FL2014_3_c03967_NODE_39...region001	0.000321957	2.68E-05	2.04E-05	FL2014_3_2	Other	1180	FL2014_3	Proteobacteria
FL2014_3_c03973_NODE_39...region001	0.000240052	2.00E-05	1.04E-05	FL2014_3_8	PKSI	140	FL2014_3	Proteobacteria
FL2014_3_c03975_NODE_39...region001	0.000595231	3.50E-05	6.16E-06	FL2014_3_0031	Other	738	FL2014_3	Proteobacteria
FL2014_3_c03996_NODE_39...region001	0.001234548	0.00024691	0.000195403	Unbinned	Other	788	FL2014_3	Unbinned
FL2014_3_c04023_NODE_40...region001	0.000201209	2.87E-05	1.60E-05	FL2014_3_0026	Other	338	FL2014_3	Proteobacteria
FL2014_3_c04025_NODE_40...region001	0.000256214	5.12E-05	4.30E-05	FL2014_3_1	Other	769	FL2014_3	Desulfobacterota_B
FL2014_3_c04049_NODE_40...region001	0.002569526	0.000285503	0.000207748	FL2014_3_0045	Other	1419	FL2014_3	Chloroflexota
FL2014_3_c04065_NODE_40...region001	0.001537289	0.000153729	2.07E-05	Unbinned	RiPP	974	FL2014_3	Unbinned
FL2014_3_c04098_NODE_40...region001	0.000517765	3.45E-05	2.25E-05	FL2014_3_0050	Other	1313	FL2014_3	Chloroflexota
FL2014_3_c04104_NODE_41...region001	0.000430123	2.87E-05	1.43E-05	FL2014_3_3	Other	1327	FL2014_3	Actinobacteriota
